Rank              Template      Weighted Combined Scores
141            Aldolase_II      0.8004
142                    TNF      0.7986
143        AP_endonucleas1      0.7985
144                    cks      0.7979
145                    PBP      0.7967
146         Sua5_yciO_yrdC      0.7964
147                  sugbp      0.7963
148                 zf-TAZ      0.7962
149          Peptidase_S11      0.7957
150                    dNK      0.7957
151                  EF_TS      0.7941
152               UCR_14kD      0.7934
153                  START      0.7931
154                    PDZ      0.7926
155                 SRF-TF      0.7917
156                    MIP      0.7915
157        Cys-protease-3C      0.7915
158                    KSI      0.7910
159                  ANATO      0.7898
160                   Skp1      0.7896
161                   CARD      0.7895
162                    GFP      0.7893
163            Binary_toxA      0.7888
164            Bacteriofer      0.7887
165              Hydrolase      0.7870
166                   FYVE      0.7869
167                    int      0.7868
168                   YgbB      0.7848
169                   eIF6      0.7845
170           Ribosomal_L1      0.7833
171              THAUMATIN      0.7833
172                     Sm      0.7827
173                   PARP      0.7821
174              Levi_coat      0.7820
175              Egg_lysin      0.7815
176                   PABP      0.7809
177                 RhoGEF      0.7787
178                thionin      0.7779
179                  DISIN      0.7774
180                   Hint      0.7768
181                    RRF      0.7768
182                    HLH      0.7766
183        Desulfoferrodox      0.7753
184                    ung      0.7748
185           urease_gamma      0.7747
186                    utg      0.7742
187         PA_phosphatase      0.7739
188              OMPdecase      0.7736
189         Me-amine-deh_L      0.7713
190                   DSBA      0.7712
191                   RING      0.7697
192          Ribosomal_S15      0.7695
193       Histidine_kinase      0.7687
194          Ribosomal_L30      0.7685
195                    ech      0.7684
196           Ribosomal_L4      0.7684
197          Peptidase_M24      0.7683
198                     Fz      0.7682
199                CAT_RBD      0.7681
200                    PAH      0.7671
201               Fimbrial      0.7652
202                   TIMP      0.7610
203                     C1      0.7602
204         Spermine_synth      0.7596
205                    ngf      0.7594
206         Fapy_DNA_glyco      0.7593
207             planttoxin      0.7589
208               hormone5      0.7583
209                  toxin      0.7582
210                 SRP54M      0.7578
211        Ribosomal_L5_NC      0.7574
212                   aspg      0.7560
213        myb_DNA-binding      0.7558
214         Haloperoxidase      0.7533
215         Ala_racemase_N      0.7516
216      Dala_Dala_ligas_C      0.7515
217                   IF4E      0.7512
218                     PX      0.7504
219                     S4      0.7495
220               arginase      0.7489
221                      P      0.7464
222                 kunitz      0.7449
223                   blmb      0.7440
224                 galpha      0.7433
225                     KH      0.7423
226                    tms      0.7410
227                   subt      0.7368
228                   E2_N      0.7363
229                    MBD      0.7359
230          RNA_pol_A_bac      0.7336
231         Dehydratase_SU      0.7335
232                    FN2      0.7333
233                  VAT-N      0.7331
234                  SRP54      0.7325
235                    SIS      0.7306
236                 OTCace      0.7299
237         UPP_synthetase      0.7284
238                   tetR      0.7280
239        Extradiol_dioxy      0.7278
240                  kazal      0.7277
241                  GroEL      0.7249
242                    DAO      0.7249
243              CoA_trans      0.7247
244        S_T_dehydratase      0.7245
245                  DUF28      0.7245
246                    phc      0.7243
247         Ribosomal_S5_N      0.7239
248                     bv      0.7233
249           Arch_histone      0.7212
250           tRNA-synt_2d      0.7211
251        Topoisomerase_I      0.7194
252        transcript_fac2      0.7190
253                  Clp_N      0.7174
254            oxidored_q6      0.7134
255          Peptidase_C15      0.7092
256             peroxidase      0.7084
257                    Rop      0.7081
258                    PBD      0.7073
259         Endonuclease_3      0.7069
260                   ENTH      0.7067
261            hormone_rec      0.7067
262                 fbpase      0.7066
263                    FN1      0.7066
264                 MurB_C      0.7065
265                   GATA      0.7064
266             tyrosinase      0.7048
267        Cytidylyl_trans      0.7047
268        GTP_cyclohydroI      0.7039
269            aminotran_4      0.7001
270          Bac_rhodopsin      0.6997
271           tRNA-synt_2b      0.6940
272                   CASc      0.6936
273                  TyrKc      0.6928
274         Nitroreductase      0.6920
275                    CPS      0.6885
276          FAA_hydrolase      0.6872
277                    KAS      0.6871
278             leukocidin      0.6826
279                   LDLa      0.6821
280                      B      0.6814
281                Plectin      0.6802
282             ATP-synt_g      0.6801
283                     e3      0.6788
284                  phero      0.6777
285                  TFIIS      0.6769
286                    icd      0.6766
287              MCR_alpha      0.6756
288             proteasome      0.6754
289                  DEFSN      0.6725
290                 ptpase      0.6716
291           DNA_ligase_N      0.6706
292                 Cu_nir      0.6685
293                   UcrQ      0.6682
294                    SAP      0.6657
295         Transpeptidase      0.6644
296                    L15      0.6632
297        Arginosuc_synth      0.6617
298                  PCI_1      0.6616
299          Peptidase_M17      0.6602
300                    GLA      0.6588
301                 Pro_CA      0.6583
302                    TIL      0.6575
303             Mur_ligase      0.6551
304               phosfruc      0.6550
305                    GGL      0.6550
306                    ldh      0.6458
307           Topoisom_bac      0.6418
308                  actin      0.6398
309         Heme_oxygenase      0.6302
310                Amidase      0.6279
311                   GAL4      0.6253
312                     WW      0.6251
313               aakinase      0.6228
314                 mthina      0.6224
315                   lacI      0.6206
316                zf-CCHH      0.6202
317                  GP120      0.6165
318          Trypan_glycop      0.6133
319                 glnasn      0.6089
320                   COX3      0.6052
321            biopterin_H      0.6023
322                    P53      0.5986
323                   ghf6      0.5983
324                   WD40      0.5972
325                annexin      0.5958
326                SNAP-25      0.5953
327         phycoerythr_ab      0.5926
328                    VPR      0.5919
329            HMG-CoA_red      0.5918
330               GLUCAGON      0.5902
331                    lh2      0.5900
332        Glyco_transf_28      0.5883
333             fusion_gly      0.5861
334               GATase_2      0.5835
335                GBP_PSP      0.5758
336                   cat3      0.5742
337                 Fe-ADH      0.5680
338                    NMT      0.5678
339        alk_phosphatase      0.5672
340         neur_chan_memb      0.5572
341            PARATHYROID      0.5550
342                  ghf33      0.5549
343                    END      0.5517
344            NO_synthase      0.5488
345                 serpin      0.5468
346                 rasgap      0.5460
347          DNA_topoisoIV      0.5454
348                zf-CCHC      0.5420
349                 BChl_A      0.5409
350           NTP_transf_2      0.5370
351                    pgk      0.5350
352        Beta_elim_lyase      0.5341
353           citrate_synt      0.5320
354         DNA_photolyase      0.5206
355             ADP_PFK_GK      0.5191
356           cytochrome_b      0.5114
357              aconitase      0.5064
358          alpha-amylase      0.5044
359                lyase_1      0.4983
360                 lipase      0.4919
361                   p450      0.4872
362         ATP-gua_Ptrans      0.4867
363            Fe_hyd_lg_C      0.4855
364                   6PGD      0.4854
365                   COX1      0.4837
366            AMP-binding      0.4758
367        chorismate_bind      0.4700
368                tubulin      0.4635
369           NiFeSe_Hases      0.4619
370                     PK      0.4604
371        ATP-sulfurylase      0.4585
372           cytochr_c552      0.4559
373                   mofe      0.4517
374                  ghf15      0.4429
375          Peptidase_M16      0.4356
376                     ku      0.4311
377          Bacterial_PQQ      0.4283
378              PEPCK_ATP      0.4257
379           Pept_C1-like      0.4188
380               ATP-synt      0.4080
381                   AFOR      0.3947
382        RNA_dep_RNA_pol      0.3923
383                 aldedh      0.3905
384                    PGI      0.3829
385            voltage_CLC      0.3666
386                    cat      0.3574
387           TonB_dep_Rec      0.3461
388   thymid_phosphorylase      0.3445
389                   PAP2      0.3059
390                   CODH      0.2875
391                 urease      0.2720
392               hemocyan      0.2649
393                   Sec1      0.2483
394               Sec23_NC      0.1672
395           Ald_Xan_dh_2      0.1185
396            Gly_radical      0.1060
397              psaA_psaB      0.0505
398        Glu_syn_central      0.0390
399           lipoxygenase      0.0000
