,benchmark,alignment,threading,modeller,secondary_structure,solvent_access,sum_scores,weighted_combined_scores
Ribosomal_S30AE,.,0.9415598648009506,0.6995542949756891,0.7583010898795033,0.6896551724137931,0.5632183908045977,0.7855939842558016,0.8951736592972046
ghf22,.,0.9447783404662752,0.6639654240950822,0.5988749780477689,0.6551724137931034,0.45977011494252873,0.6490361746293003,0.8950537926405888
Bcl-2,.,0.9009886142097431,0.8335359265262009,0.8518049243983201,0.6436781609195402,0.47126436781609193,0.8058805392527888,0.8916802670540958
CUB,.,0.9550682339912557,0.5575364667747164,0.7654214161309819,0.632183908045977,0.5172413793103449,0.6924767884614521,0.8915672250302343
Pep_deformylase,.,0.8851846297599409,0.5379524581307384,0.7088941378459989,0.735632183908046,0.5287356321839081,0.6796163444210059,0.8910743393117229
STAS,.,0.9377299941167646,0.8458265802269035,0.7996625334800368,0.6551724137931034,0.5287356321839081,0.8331546830838817,0.8903546057951746
BIR,.,0.9435209431633346,0.7241356023770918,0.786373661752975,0.6551724137931034,0.5402298850574713,0.7844110348760296,0.888064111892421
ISP,.,0.9067449559910944,0.6149378714208525,0.6675530207738378,0.6781609195402298,0.47126436781609193,0.6557039894556681,0.8873717452446149
adeno_fiber,.,0.8541073055936874,0.48365748244192347,0.6885141605630444,0.735632183908046,0.4827586206896552,0.6167771311248376,0.884746057196044
Elicitin,.,0.978024386586224,0.8214478660183654,0.8252248944719646,0.632183908045977,0.5862068965517241,0.8646141120626255,0.8821606103632639
Ald_Xan_dh_1,.,0.9047954133837829,0.7095488924905452,0.8011433284138519,0.6781609195402298,0.5287356321839081,0.7732088788956136,0.8804627627677721
LMWPc,.,0.8887607138325239,0.7257563479200414,0.6697464189020184,0.6666666666666666,0.4367816091954023,0.6760184749548992,0.8797219455081462
DNA_PPF,.,0.9240370528452939,0.581037277147487,0.734410538648387,0.6781609195402298,0.5402298850574713,0.7050771054167312,0.8789841016279694
DAP_epimerase,.,0.9285475330787775,0.5799567801188522,0.395800672440995,0.7241379310344828,0.4827586206896552,0.5615008047238572,0.8782632761820613
Phage_integrase,.,0.8781593549205762,0.6915856293895177,0.7519212240253608,0.6781609195402298,0.47126436781609193,0.7105504843107379,0.8780059608975979
S-AdoMet_syntD2,.,0.9480083518866727,0.5299162614802805,0.5886837098209142,0.7126436781609196,0.5747126436781609,0.6620419912044833,0.8777855076595281
TPK_B1_binding,.,0.9402909317429371,0.5969746083198259,0.6929743756525361,0.6941176470588235,0.5764705882352941,0.7228660236707658,0.8766702134490625
CH,.,0.9439362303459572,0.7479065370070223,0.7349556210423578,0.6551724137931034,0.5402298850574713,0.7731328822424577,0.8763986051462492
MoCF_biosynth,.,0.9079562102737433,0.6544435440302538,0.5643774296913984,0.7241379310344828,0.5172413793103449,0.6679195950218012,0.87537401321968
PGAM,.,0.8603596848431713,0.6250675310642889,0.6509832082318371,0.7126436781609196,0.45977011494252873,0.6433469258325869,0.8744419638937102
Frataxin_Cyay,.,0.8998581102126039,0.6497163695299826,0.7184987686193307,0.6896551724137931,0.5172413793103449,0.7121566975821265,0.8742216762289707
parv,.,0.9496464291070171,0.8657482441923273,0.8621603361592451,0.6206896551724138,0.5517241379310345,0.8674638404209021,0.8735573938204412
RNase_U2,.,0.9253982719438899,0.48109130199891925,0.5583120743857801,0.7241379310344828,0.5517241379310345,0.6151180174045874,0.8731397613153441
laminin_G,.,0.8591830378257407,0.4356428957320357,0.654528813451807,0.6666666666666666,0.40229885057471265,0.5230337019983092,0.8730458132928033
GEL,.,0.9091097857810281,0.774041058887087,0.6889890335757329,0.6551724137931034,0.47126436781609193,0.7219335607673597,0.8729202064781453
MutS_D2,.,0.8815393311569208,0.5884656942193408,0.5219741151625161,0.7126436781609196,0.4482758620689655,0.5787698218789727,0.8727233418845943
RNA_pol_H,.,0.8245296295869045,0.4889249054565083,0.7794280723243471,0.7529411764705882,0.5176470588235295,0.6659790160610662,0.87083048010655
Ribosomal_L14,.,0.9570177765985672,0.54896002160994,0.4104373618624655,0.7011494252873564,0.5172413793103449,0.5712766604968641,0.8699509927950312
TNFR_c6,.,0.947373885357666,0.455226904376013,0.5153725270544205,0.7471264367816092,0.6091954022988506,0.6290465948143116,0.8699284375777641
Dehydratase_MU,.,0.8039036995166517,0.7887628309022152,0.598655004735305,0.7126436781609196,0.3563218390804598,0.6232450899766495,0.8669585008838234
DHHA2,.,0.9164695975175053,0.7439897352782268,0.8064233801476985,0.5977011494252874,0.45977011494252873,0.7326093265641982,0.8663714441691351
biotin_lipoyl,.,0.8959936322631996,0.4472582387898439,0.5530479388061158,0.7411764705882353,0.5411764705882353,0.5894359597706007,0.8647218012705314
avi,.,0.928732105159943,0.5346434359805513,0.5402108446245205,0.6896551724137931,0.5172413793103449,0.6026185423414404,0.8631561118668876
7kD_DNA_binding,.,0.7470554985176553,0.478727714748783,0.6853114422706037,0.8235294117647058,0.47058823529411764,0.6004356905449874,0.8617364975464038
Peptidase_S21,.,0.8294669327580835,0.527755267423014,0.7194229229371595,0.7011494252873564,0.4482758620689655,0.6090741485629481,0.8593448923376517
phoslip,.,0.9766516317325551,0.7859940572663415,0.6561212050119807,0.5862068965517241,0.4942528735632184,0.722202762300621,0.8591877931425087
gluts,.,0.8214726544925997,0.7030659103187461,0.7768127466505699,0.7126436781609196,0.47126436781609193,0.7164181535940067,0.8578668257629517
capsid_n,.,0.9339578022079432,0.8250270124257147,0.8305963631414635,0.6436781609195402,0.5747126436781609,0.8500707110823286,0.8575328384315717
PGM_PMM_III,.,0.9232064784800488,0.6594408427876828,0.7622089436221395,0.6551724137931034,0.5517241379310345,0.7439566512800374,0.8574636965363389
Mur_ligase_C,.,0.9124205474869356,0.6252025931928675,0.6700441427587677,0.6666666666666666,0.5172413793103449,0.6776185871261855,0.8566052818480344
RGS,.,0.9387566763182481,0.7460156672069146,0.7144728573930206,0.632183908045977,0.5287356321839081,0.747440479121003,0.8546046619701135
SpoU_methylase_N,.,0.8523654065776876,0.5913695299837924,0.6523942133205592,0.7294117647058823,0.5058823529411764,0.6527064012116394,0.8543738474127134
uce,.,0.9079677460288162,0.5022285251215556,0.6137274191987984,0.632183908045977,0.4482758620689655,0.5586770744317954,0.8536821374578126
dCMP_cyt_deam,.,0.9002272543749351,0.5741491085899505,0.6250551690088952,0.7126436781609196,0.5517241379310345,0.6661150677181193,0.8532647167127306
HIT,.,0.9431171917357849,0.5792139384116683,0.7256292896002097,0.6436781609195402,0.5632183908045977,0.7038268995670349,0.8531893459888067
B_lectin,.,0.9042763044055049,0.474000540248514,0.6167282776537489,0.7471264367816092,0.6091954022988506,0.6609495853395682,0.8515064620201042
DMRL_synthase,.,0.8964665982211864,0.6896947595894097,0.6464547660695575,0.6781609195402298,0.5057471264367817,0.6879512362813546,0.8512468632089919
PAN,.,0.9445937683851093,0.7735683414370588,0.8008179361454173,0.5977011494252874,0.5287356321839081,0.7827479276125111,0.8508385120631063
formyl_transf,.,0.8503120421747206,0.4879119394921659,0.576650268675171,0.7126436781609196,0.45977011494252873,0.5515969479374128,0.8501922247269307
CBD_6,.,0.8950477003472261,0.3592652620205292,0.452436213350682,0.7816091954022989,0.5862068965517241,0.5463277660429448,0.8492874788563446
ribonuclease_T2,.,0.8537381614313565,0.6393165856293886,0.5980776704967804,0.6781609195402298,0.42528735632183906,0.5960325725792244,0.8476887403266695
BAG,.,0.9686458177119981,0.9076175040518644,0.7906611118397057,0.6436781609195402,0.632183908045977,0.9059046141237184,0.846380952897041
Propep_M14,.,0.9495541430664342,0.77350081037277,0.8934772443151378,0.6091954022988506,0.5977011494252874,0.8564721850085366,0.8454921346516338
MMOB,.,0.9325273685789102,0.5354538087520242,0.5893424970105949,0.7241379310344828,0.6206896551724138,0.6819986458363598,0.8454860818669234
tRNA-synt_1_edit,.,0.8642126270375026,0.5887358184764983,0.6305467613778005,0.6206896551724138,0.3793103448275862,0.5500261314698465,0.8454622915254963
cryst,.,0.8267791018261098,0.45887358184765004,0.6627800834088289,0.7241379310344828,0.4827586206896552,0.5797764790873242,0.8437192091394612
RNA_pol_K,.,0.9139432671565516,0.6341842247433811,0.7815849078736287,0.6941176470588235,0.6235294117647059,0.7835524750149371,0.8433222256608325
hemopexin,.,0.8198345772722553,0.44145056726093956,0.6815589847324908,0.7586206896551724,0.5287356321839081,0.6107846192731294,0.8430545250621685
gag_p17,.,0.9611475769146467,0.84623176661264,0.8924362911222031,0.5862068965517241,0.5862068965517241,0.8766831558680811,0.842914234580026
dhfr,.,0.8452709172078857,0.5519989195029701,0.6816755948163116,0.6896551724137931,0.47126436781609193,0.6147872141587227,0.8424228555702501
cyclo,.,0.8600136121909857,0.49561048082117654,0.42566534034495773,0.6666666666666666,0.367816091954023,0.43914771247688406,0.8412054227887943
ricin,.,0.7648090255747689,0.5372771474878435,0.6829833100952238,0.7471264367816092,0.42528735632183906,0.5806685480684545,0.8407425968485125
GAF,.,0.9144277688696113,0.6780118854673134,0.7129211608432107,0.632183908045977,0.5172413793103449,0.7037975489506557,0.8389030873506527
SCP,.,0.9279130665497708,0.5594948676391127,0.6932228459606594,0.6666666666666666,0.5862068965517241,0.6949836342756215,0.8370957717874173
hip,.,0.8882531406093185,0.553282009724473,0.6315765863733135,0.6941176470588235,0.5411764705882353,0.6431736593852992,0.8345560912357753
tryp_alpha_amyl,.,0.9065027051345644,0.7343327930848181,0.6831852328631424,0.6436781609195402,0.5172413793103449,0.7162860029634672,0.8331737225096519
Ribosomal_L12,.,0.8186002514794605,0.7648568341437059,0.7100000562178493,0.7294117647058823,0.5058823529411764,0.7344304762916106,0.832418279770857
Flavin_Reduct,.,0.8811586512395166,0.5345759049162601,0.6721791834030141,0.6436781609195402,0.4827586206896552,0.6042203155911918,0.8300315397041264
Astacin,.,0.8225570154694475,0.6400594273365728,0.7021600995408345,0.7126436781609196,0.4942528735632184,0.6693760070471333,0.8294272426714346
dsrm,.,0.7862078512349024,0.6194624527282546,0.5208267046615421,0.7529411764705882,0.4235294117647059,0.5580906895892935,0.8288522742220596
PTS_EIIA_2,.,0.9044378049765245,0.6291193949216634,0.649797703844873,0.5977011494252874,0.4482758620689655,0.6104249121188801,0.8279492800929616
Amino_oxidase_D2,.,0.9386182472573743,0.6455969746083194,0.6262160675983559,0.6206896551724138,0.5287356321839081,0.6644821552758431,0.8265559666341573
cah,.,0.7622250164384509,0.35116153430578007,0.5635514258650606,0.735632183908046,0.39080459770114945,0.43401327211042817,0.8249801396878416
hormone,.,0.877098065453874,0.7408833063209069,0.8183026312554629,0.6551724137931034,0.5517241379310345,0.7818217674351197,0.8248741052047515
RuBisCO_small,.,0.9485043893548052,0.6740950837385188,0.45812058390962923,0.6781609195402298,0.5632183908045977,0.6488448754803354,0.8245441243406776
DNA_polymeraseX,.,0.8255678475434609,0.6208130740140444,0.6769554560807282,0.7011494252873564,0.4827586206896552,0.6426926488000029,0.8241595797045737
rnasemam,.,0.9481352451924739,0.603660183684494,0.6786716947239884,0.5747126436781609,0.5057471264367817,0.6442177566166786,0.8237729701744064
Recep_L_domain,.,0.8879416752223517,0.5208670988654782,0.6984905843073496,0.6206896551724138,0.4827586206896552,0.6027281674297744,0.8237030220901328
pot,.,0.7604485101572321,0.3625067531064291,0.5739652895055624,0.788235294117647,0.47058823529411764,0.4971175582675826,0.8219450075641803
SRP19,.,0.9249368417409761,0.6769989195029713,0.7639152812113319,0.6666666666666666,0.632183908045977,0.7907347903824703,0.8213229240859447
LysR_substrate,.,0.8181042140113279,0.5300513236088594,0.7393041555982531,0.6781609195402298,0.47126436781609193,0.6135530404325249,0.8204356623967306
gln-synt_N,.,0.9821195796370851,0.5418692598595358,0.6373417687796775,0.5977011494252874,0.5862068965517241,0.6584280917366362,0.8194294834351337
TIR,.,0.9155005940913861,0.6736898973527817,0.7058259018790438,0.632183908045977,0.5517241379310345,0.7137945251850145,0.8180733913876468
Hpr_kinase,.,0.8642587700577938,0.6889519178822249,0.5970890439550582,0.6551724137931034,0.45977011494252873,0.6252973067241404,0.8173896343237687
fibrinogen_C,.,0.7649935976559344,0.48953268503511504,0.5781282632049225,0.7701149425287356,0.45977011494252873,0.54134729529062,0.8165673531228126
RuvA,.,0.8507042578471973,0.6487034035656396,0.681936000929021,0.6781609195402298,0.5057471264367817,0.6667165677749132,0.8162894317527001
Jacalin,.,0.9087637131288426,0.4486763911399251,0.6486878313444381,0.632183908045977,0.5287356321839081,0.5846295946333324,0.8158530801430344
Isochorismatase,.,0.749824079735139,0.5813074014046453,0.6967470338581647,0.6896551724137931,0.367816091954023,0.5507942091186321,0.8152063521098225
Syntaxin,.,0.9324120110281817,0.9883171258779017,0.9274175961700709,0.6436781609195402,0.6781609195402298,1.0,0.8144636213398412
Ribosomal_S7,.,0.929654965565771,0.7175175580767142,0.78601646864139,0.6551724137931034,0.6436781609195402,0.8186230368136584,0.8139183624201688
ACPS,.,0.9332079781282081,0.6492436520799564,0.6944705675644993,0.7471264367816092,0.7471264367816092,0.83483114222826,0.8126884936070102
mutT,.,0.9359304163254005,0.4796056185845482,0.527921507380103,0.5977011494252874,0.4827586206896552,0.5253517389834593,0.8124395030390321
Bac_DNA_binding,.,0.8264907079492886,0.6583603457590483,0.8731231524150642,0.7411764705882353,0.6352941176470588,0.8196191701020963,0.8122115621082813
Dwarfin,.,0.8264214934188515,0.49311183144246223,0.6992601605162242,0.7011494252873564,0.5172413793103449,0.6136770004631008,0.8117955284710908
il8,.,0.7277792517909258,0.3597379794705556,0.6147826575989793,0.8,0.47058823529411764,0.5042178229564115,0.8098009202763816
lipocalin,.,0.8249910597898183,0.54423284710967,0.6640204421525462,0.6666666666666666,0.45977011494252873,0.5815787971223915,0.8069533470326418
dutpase,.,0.9629932977263027,0.3743922204213933,0.5595786069435086,0.6551724137931034,0.632183908045977,0.5917832557635663,0.8066433793815879
HMG_box,.,0.8244488793013945,0.5363992436520791,0.8139234286041285,0.7411764705882353,0.6235294117647059,0.738872758783417,0.8057239036907585
UreE,.,0.8945516628790935,0.38175310642895727,0.39012304199313924,0.7126436781609196,0.5402298850574713,0.48202468397503184,0.804381759376757
NusB,.,0.9335425150253207,1.0,0.7958185331454147,0.5517241379310345,0.5172413793103449,0.8460760280571323,0.8042585955790018
protg,.,0.6501436201506569,0.36547811993516943,0.6782417959907947,0.8235294117647058,0.4117647058823529,0.48610669633267223,0.8041156790071364
Ribosomal_L22,.,0.9464279534416925,0.7246083198271193,0.7002435323671751,0.5977011494252874,0.5747126436781609,0.7406188981304263,0.8034587881285424
NHase_alpha,.,0.7922987299133664,0.6239195029713671,0.7587304432156509,0.6896551724137931,0.4827586206896552,0.6593076770947468,0.8014256142917318
Zn_dep_PLPC,.,0.7610368336659475,0.6892895732036727,0.6980072366636367,0.6781609195402298,0.39080459770114945,0.605441504953154,0.8014044240340112
Aldolase_II,.,0.8190155386620829,0.6715289032955154,0.7648664326829432,0.632183908045977,0.4482758620689655,0.6545482979782862,0.8003608673864757
TNF,.,0.8880916400382984,0.2822798487304151,0.4748106734210446,0.6551724137931034,0.4942528735632184,0.43038226069091307,0.7986423022181045
AP_endonucleas1,.,0.750735404385894,0.6453943814154508,0.7192859233945378,0.7126436781609196,0.4367816091954023,0.6251311218085943,0.7985320838386974
cks,.,0.844486485862932,0.2785656401944892,0.7684163591256631,0.7411764705882353,0.6588235294117647,0.6361589889573841,0.7979002021232595
PBP,.,0.8210342957998314,0.36297947055645563,0.5090897628512955,0.6896551724137931,0.4482758620689655,0.44546867687403197,0.7966986479141903
Sua5_yciO_yrdC,.,0.8654584885853702,0.5236358725013492,0.5423507414001584,0.5747126436781609,0.367816091954023,0.46325212691806705,0.7964474250082402
sugbp,.,0.7474361784350594,0.7891680172879507,0.7631981889797409,0.7126436781609196,0.4482758620689655,0.7062558904679987,0.7962561446861803
zf-TAZ,.,0.958182887860925,0.8506212857914627,0.848642083020674,0.5862068965517241,0.6436781609195402,0.8829376547105748,0.7962139329187602
Peptidase_S11,.,0.7498010082249932,0.5522015126958405,0.7224501702184181,0.6666666666666666,0.3793103448275862,0.5446150073796325,0.795722028001917
dNK,.,0.7769215684012595,0.7195434900054016,0.799080573855025,0.6666666666666666,0.4482758620689655,0.6854514021911761,0.795675578124638
EF_TS,.,0.8646048427099793,0.7760669908157746,0.6605021697153103,0.6436781609195402,0.5057471264367817,0.7020635662051897,0.7941268800973992
UCR_14kD,.,0.9667308823699053,0.8058481901674757,0.8448895415753231,0.5977011494252874,0.6781609195402298,0.8854223142478188,0.7934333554147825
START,.,0.8228915523665601,0.3057131280388975,0.49899155037333265,0.7011494252873564,0.47126436781609193,0.4326197556671204,0.7930639652341924
PDZ,.,0.969430249056952,0.7547947055645583,0.4328412866067351,0.5747126436781609,0.4942528735632184,0.6090581407004877,0.7925941467781189
SRF-TF,.,0.9458511656880499,0.7160994057266342,0.8046670338447396,0.6823529411764706,0.7529411764705882,0.8889761817768354,0.79173810895946
MIP,.,0.7993240047527309,0.6867909238249593,0.5944606497289838,0.7241379310344828,0.4942528735632184,0.6392642694106719,0.7915368155683371
Cys-protease-3C,.,0.8449133088006274,0.5143165856293893,0.3370429037844933,0.6896551724137931,0.42528735632183906,0.43726047095603693,0.7915097581231417
KSI,.,0.9000542180488422,0.6786196650459198,0.8308975481717745,0.632183908045977,0.6206896551724138,0.7898002022394426,0.7910290998119571
ANATO,.,0.829132395860971,0.5528092922744453,0.5915739365827418,0.6941176470588235,0.5058823529411764,0.5873084010157757,0.7898402813168789
Skp1,.,0.9244754115380619,0.898770934629929,0.7738897121587377,0.5977011494252874,0.5862068965517241,0.8389184366015774,0.789639058286064
CARD,.,0.9064219548490544,0.6020394381415449,0.7926198424003914,0.5747126436781609,0.5402298850574713,0.6877439915053486,0.7895499014477778
GFP,.,0.7756295638331006,0.4828471096704484,0.6458776206223181,0.6896551724137931,0.4367816091954023,0.5281985320050253,0.7892546146027019
Binary_toxA,.,0.8210112242896856,0.6680172879524572,0.6929333240364114,0.7011494252873564,0.5402298850574713,0.6907745109497381,0.7888204969218243
Bacteriofer,.,0.8615363318606017,0.9719070772555376,0.8008105313316758,0.5977011494252874,0.4942528735632184,0.8162078578901873,0.7886607588737701
Hydrolase,.,0.7979743214092078,0.8425850891410029,0.6513062510976115,0.6666666666666666,0.4367816091954023,0.6791669446884387,0.7869887978342491
FYVE,.,0.7294057932561975,0.3344813614262556,0.49934342061951564,0.7764705882352941,0.43529411764705883,0.4222598128629809,0.7868897256388646
int,.,0.8111020106821091,0.7401404646137192,0.8987537509681847,0.5977011494252874,0.45977011494252873,0.7256157292974073,0.786831060121831
YgbB,.,0.9080484963143263,0.611021069692057,0.4551472732497097,0.5862068965517241,0.4367816091954023,0.5142888846574992,0.7847548696218796
eIF6,.,0.7650858836965173,0.7131955699621816,0.7755282317229268,0.632183908045977,0.39080459770114945,0.6300832355843364,0.784486757500175
Ribosomal_L1,.,0.8227531233056858,0.46927336574824424,0.7067436582699854,0.7011494252873564,0.5632183908045977,0.624425804704235,0.7832965707698005
THAUMATIN,.,0.8105021514183208,0.5183009184224735,0.4813101911192915,0.7126436781609196,0.47126436781609193,0.512970204203753,0.7832802432428635
Sm,.,0.856045312445926,0.6571447866018355,0.8087728037846863,0.6470588235294118,0.5764705882352941,0.7413638425670688,0.7826887739033702
PARP,.,0.793613805991671,0.48554835224203086,0.5925264935005873,0.7241379310344828,0.5057471264367817,0.5575134061628845,0.7821357699646605
Levi_coat,.,0.9283514252425391,0.5241761210156658,0.6371373392830277,0.6551724137931034,0.6436781609195402,0.6763513316566313,0.7819953583681077
Egg_lysin,.,0.8927059420674378,0.72778227984873,0.8294934444533666,0.5977011494252874,0.5747126436781609,0.7732135478386087,0.7814833978975405
PABP,.,0.6856968172851753,0.39249054565099895,0.5141768646474726,0.8,0.4117647058823529,0.4343256164156598,0.7809070306792807
RhoGEF,.,0.8190040029070101,0.9013371150729332,0.9242751022976067,0.632183908045977,0.5402298850574713,0.8538221261696659,0.7786629987009029
thionin,.,0.5206893767231533,0.2659373311723387,0.5007313774388373,0.9294117647058824,0.32941176470588235,0.32749583604610477,0.7778773467628327
DISIN,.,0.7632978416602259,0.2463533225283624,0.5342800660400306,0.8235294117647058,0.5882352941176471,0.49709761840501276,0.7774029865988795
Hint,.,0.8507734723776345,0.5659103187466241,0.6813644667783136,0.6206896551724138,0.4942528735632184,0.6036571768003008,0.7768373229926172
RRF,.,0.8562183487720189,0.6329011345218791,0.6928401450487639,0.6206896551724138,0.5057471264367817,0.6431697479531933,0.7767846804725318
HLH,.,0.7251837068995349,0.25168827660723875,0.6668608699687018,0.8470588235294118,0.611764705882353,0.5579203838903931,0.776633237066321
Desulfoferrodox,.,0.9013231511068557,0.4047136682874114,0.4442041253748661,0.6551724137931034,0.5402298850574713,0.4929342608004682,0.775254751184103
ung,.,0.8090601820342148,0.48386007563479144,0.8001637953190334,0.632183908045977,0.4942528735632184,0.606361618903936,0.7748309120196903
urease_gamma,.,0.9446399114054009,0.7448001080497011,0.7976966288505136,0.5632183908045977,0.6091954022988506,0.7886014130025666,0.7747440925648515
utg,.,0.82471420166807,0.7291329011345207,0.8100666953461606,0.6823529411764706,0.5882352941176471,0.7782275276103274,0.7741524845888358
PA_phosphatase,.,0.6718193039325389,0.516004862236628,0.7005105042212473,0.735632183908046,0.3793103448275862,0.5168035641881747,0.7738942800409749
OMPdecase,.,0.7724110881677759,0.7215018908697988,0.637150565161396,0.6896551724137931,0.4482758620689655,0.6268513423127114,0.7735648462028678
Me-amine-deh_L,.,0.8992582509488158,0.4321988114532677,0.4971079954535702,0.6551724137931034,0.5632183908045977,0.5348932347195396,0.7713114788682408
DSBA,.,0.83423119960317,0.44118044300378156,0.6096715216233567,0.6666666666666666,0.5172413793103449,0.5440192507316657,0.7712453761113652
RING,.,0.6346511010878216,0.189289573203673,0.4629514657776359,0.8470588235294118,0.4,0.32243046927914715,0.7696672132171108
Ribosomal_S15,.,0.9793279269094558,0.7937601296596428,0.9389034901467311,0.5647058823529412,0.7294117647058823,0.9321299272127279,0.7695426593990362
Histidine_kinase,.,0.8724145488942978,0.5023635872501357,0.7049918010042522,0.6436781609195402,0.5862068965517241,0.6436909951766032,0.768721782996657
Ribosomal_L30,.,0.6692468305512936,0.49979740680713136,0.4506167622495967,0.8235294117647058,0.4117647058823529,0.4553754574380667,0.7684807815645882
ech,.,0.7608753330949276,0.6370205294435434,0.6510275951606669,0.6666666666666666,0.41379310344827586,0.569030815143429,0.7683862596488774
Ribosomal_L4,.,0.8341735208278058,0.7138708806050765,0.7302160158275901,0.6436781609195402,0.5287356321839081,0.702094594487414,0.7683785062436009
