Rank              Template      Weighted Combined Scores
159          RNA_pol_A_bac      0.4507
160        Topoisomerase_I      0.4501
161                hormone      0.4495
162                   Skp1      0.4493
163                 CBM_20      0.4464
164                   cat3      0.4462
165                    PDZ      0.4457
166              psaA_psaB      0.4406
167                    RRF      0.4401
168                SAM_PNT      0.4400
169                   mdm2      0.4399
170          Ribosomal_L12      0.4398
171                    MIP      0.4398
172          alpha-amylase      0.4378
173          Bac_rhodopsin      0.4362
174         Ribosomal_L6_D      0.4322
175               Syntaxin      0.4292
176         Heme_oxygenase      0.4289
177          Peptidase_C15      0.4269
178                   BRCT      0.4255
179         TPK_B1_binding      0.4218
180          biotin_lipoyl      0.4208
181             Propep_M14      0.4208
182                    avi      0.4188
183              RNA_pol_K      0.4150
184                  SRP19      0.4146
185              RNA_pol_H      0.4124
186                 zf-TAZ      0.4109
187        ribonuclease_T2      0.4108
188                   dsrm      0.4099
189                    utg      0.4033
190               B_lectin      0.4008
191          Peptidase_S24      0.4003
192            Binary_toxA      0.3997
193        Bac_DNA_binding      0.3987
194          Ribosomal_L30      0.3977
195                     C1      0.3977
196                    SIS      0.3957
197        Desulfoferrodox      0.3951
198                   dhfr      0.3947
199                   CARD      0.3942
200                    TIL      0.3929
201                 SRP54M      0.3924
202                    BIR      0.3915
203                    il8      0.3908
204                     S4      0.3905
205        tryp_alpha_amyl      0.3884
206                    pot      0.3878
207            adeno_fiber      0.3830
208                   DSBA      0.3828
209                thionin      0.3811
210                   E2_N      0.3801
211         Sua5_yciO_yrdC      0.3801
212                   RuvA      0.3792
213                    hpr      0.3780
214        Phage_integrase      0.3780
215                 kunitz      0.3761
216                   PGAM      0.3728
217                HMG_box      0.3720
218                   cytb      0.3717
219                   lacI      0.3714
220                   FYVE      0.3681
221           Flavoprotein      0.3662
222         Dehydratase_MU      0.3662
223         Nitroreductase      0.3659
224               RNase_U2      0.3643
225                 mthina      0.3638
226       SpoU_methylase_N      0.3635
227                 RhoGEF      0.3635
228                  phero      0.3625
229                   MMOB      0.3619
230                     e3      0.3603
231                    VPR      0.3591
232                  ANATO      0.3589
233                  CBD_6      0.3564
234                    SAP      0.3557
235                    GLA      0.3534
236            Bacteriofer      0.3533
237                   GAL4      0.3531
238             proteasome      0.3521
239           Arch_histone      0.3520
240        Ribosomal_L5_NC      0.3498
241         Ribosomal_S5_N      0.3477
242                   blmb      0.3465
243                   LDLa      0.3464
244                    Rop      0.3464
245                zf-CCHH      0.3435
246          Ribosomal_L14      0.3431
247                  PCI_1      0.3425
248                   UcrQ      0.3399
249         neur_chan_memb      0.3396
250                    GGL      0.3389
251                    MBD      0.3370
252                    cks      0.3352
253           Ribosomal_L4      0.3346
254                     bv      0.3346
255                    END      0.3325
256                  START      0.3321
257           Ald_Xan_dh_1      0.3313
258                GBP_PSP      0.3288
259                  DEFSN      0.3281
260              lipocalin      0.3274
261               GLUCAGON      0.3273
262                     WW      0.3270
263                  Clp_N      0.3269
264        Pep_deformylase      0.3264
265                   PABP      0.3253
266         phycoerythr_ab      0.3243
267                    P53      0.3240
268        myb_DNA-binding      0.3236
269                    lh2      0.3220
270           Ribosomal_S7      0.3202
271                    HLH      0.3191
272            PARATHYROID      0.3191
273                   RING      0.3176
274                   IF4E      0.3172
275              hemopexin      0.3162
276                    TIR      0.3126
277              Amidase_2      0.3105
278       Histidine_kinase      0.3095
279                    FN2      0.3092
280                    phc      0.3084
281                   PARP      0.3068
282                   GATA      0.3059
283        transcript_fac2      0.3056
284        DNA_polymeraseX      0.3052
285                    PBP      0.3039
286                    RGS      0.3024
287                  LMWPc      0.3022
288               Fimbrial      0.3020
289                   NusB      0.3014
290                  TFIIS      0.3010
291               capsid_n      0.2911
292                Dwarfin      0.2876
293        Cys-protease-3C      0.2855
294          MoCF_biosynth      0.2852
295                    int      0.2839
296                   MATH      0.2828
297                SNAP-25      0.2827
298                  ghf22      0.2814
299             fusion_gly      0.2798
300             Hpr_kinase      0.2754
301              Rhodanese      0.2721
302              laminin_G      0.2675
303                   fkbp      0.2665
304                    uce      0.2658
305                Jacalin      0.2657
306                hexapep      0.2634
307                 EFTU_C      0.2620
308               rnasemam      0.2596
309          Flavin_Reduct      0.2576
310          DMRL_synthase      0.2546
311             PTS_EIIA_2      0.2536
312         Recep_L_domain      0.2526
313                    IF3      0.2500
314           Ribosomal_S8      0.2496
315                    BAG      0.2488
316                    SCP      0.2457
317           Mur_ligase_C      0.2443
318            NHase_alpha      0.2440
319          dCMP_cyt_deam      0.2427
320        S-AdoMet_syntD2      0.2403
321                   YgbB      0.2402
322          DAP_epimerase      0.2392
323                MutS_D2      0.2388
324                  DHHA2      0.2373
325                  Bcl-2      0.2360
326                   UreE      0.2351
327                     Fz      0.2332
328              Band_41_M      0.2313
329       Amino_oxidase_D2      0.2285
330         Me-amine-deh_L      0.2278
331              Egg_lysin      0.2271
332        transketolase_C      0.2247
333                  cryst      0.2244
334               Orbi_VP7      0.2227
335              Levi_coat      0.2224
336                   STAS      0.2217
337          Frataxin_Cyay      0.2216
338                   cytc      0.2154
339                  EF_TS      0.2114
340          Ribosomal_L22      0.2109
341          RuBisCO_small      0.2098
342                   mutT      0.2095
343             gln-synt_N      0.2094
344                     PH      0.2094
345                     CH      0.2085
346                 MurB_C      0.2082
347               UCR_14kD      0.2064
348                phoslip      0.2012
349                   aspg      0.2005
350          ATP-synt_DE_N      0.1982
351            PGM_PMM_III      0.1951
352                TNFR_c6      0.1940
353                    MIF      0.1938
354                     C2      0.1911
355             tcl1_mtcp1      0.1899
356                    PAN      0.1896
357                   parv      0.1893
358               Elicitin      0.1884
359                     PX      0.1863
360                    TNF      0.1841
361                   TIMP      0.1819
362                 DUF101      0.1786
363                    msb      0.1742
364                   SCP2      0.1740
365           urease_gamma      0.1720
366                  DUF50      0.1697
367                  HSP20      0.1685
368               hormone5      0.1671
369                    GAF      0.1655
370                DNA_PPF      0.1628
371             planttoxin      0.1568
372                    ISP      0.1518
373                    KSI      0.1518
374                  DISIN      0.1499
375                     KH      0.1486
376        7kD_DNA_binding      0.1479
377                  protg      0.1444
378                   SUI1      0.1416
379                gag_p17      0.1393
380                 SRF-TF      0.1386
381                    L15      0.1357
382        Ribosomal_S30AE      0.1348
383                  toxin      0.1238
384                   tetR      0.1206
385                   ACPS      0.1199
386                CAT_RBD      0.1185
387                  kazal      0.1183
388                   Hint      0.1120
389                  pilin      0.1102
390                    hip      0.1090
391                     Sm      0.1089
392                      P      0.1046
393                    ngf      0.1025
394                    PAH      0.1005
395                zf-CCHC      0.0935
396                      B      0.0921
397                dutpase      0.0857
398                    FN1      0.0794
399                    PBD      0.0000
