Rank              Template      Weighted Combined Scores
292                   Skp1      0.2170
293                    BIR      0.2157
294                    ISP      0.2145
295                   SUI1      0.2133
296                thionin      0.2116
297        Bac_DNA_binding      0.2113
298        myb_DNA-binding      0.2076
299                    PDZ      0.2070
300       SpoU_methylase_N      0.2065
301                   mdm2      0.2059
302         Me-amine-deh_L      0.2035
303               B_lectin      0.2027
304                    utg      0.2026
305                    KSI      0.2012
306          Peptidase_S24      0.1998
307                    Rop      0.1971
308                    hpr      0.1965
309                    VPR      0.1965
310         neur_chan_memb      0.1958
311                   SCP2      0.1944
312        tryp_alpha_amyl      0.1928
313             planttoxin      0.1921
314                 mthina      0.1920
315           Mur_ligase_C      0.1909
316                    SAP      0.1903
317                    L15      0.1902
318               UCR_14kD      0.1894
319          ATP-synt_DE_N      0.1893
320               GLUCAGON      0.1885
321              Levi_coat      0.1885
322                  SRP19      0.1880
323                    cks      0.1818
324                    TIL      0.1815
325                SAM_PNT      0.1789
326                TNFR_c6      0.1784
327                dutpase      0.1781
328          Ribosomal_L12      0.1779
329                    PAH      0.1764
330        7kD_DNA_binding      0.1764
331                   GAL4      0.1755
332                    ngf      0.1735
333                    END      0.1732
334                 zf-TAZ      0.1728
335                    CUB      0.1721
336           Arch_histone      0.1712
337                GBP_PSP      0.1706
338                    IF3      0.1701
339                HMG_box      0.1690
340                    hip      0.1687
341               hormone5      0.1684
342                    GLA      0.1681
343                   lacI      0.1677
344                 CBM_20      0.1672
345                     WW      0.1652
346              RNA_pol_H      0.1646
347                  DEFSN      0.1640
348              RNA_pol_K      0.1639
349                zf-CCHC      0.1620
350                CAT_RBD      0.1616
351                  PCI_1      0.1606
352                   tetR      0.1592
353             Propep_M14      0.1582
354                zf-CCHH      0.1574
355                SNAP-25      0.1570
356                   ACPS      0.1569
357                   fkbp      0.1560
358             fusion_gly      0.1546
359                     PH      0.1530
360                  toxin      0.1529
361                    FN1      0.1528
362                   PABP      0.1488
363                  kazal      0.1483
364                  ANATO      0.1471
365          biotin_lipoyl      0.1466
366                      P      0.1442
367                 kunitz      0.1414
368                    PBD      0.1397
369                     Sm      0.1388
370                   BRCT      0.1388
371                    MBD      0.1381
372                      B      0.1352
373        Desulfoferrodox      0.1350
374          Ribosomal_L30      0.1341
375                   MMOB      0.1317
376                  TFIIS      0.1308
377                   dsrm      0.1307
378                   cytb      0.1301
379                    pot      0.1294
380                 SRF-TF      0.1287
381         TPK_B1_binding      0.1273
382         Ribosomal_S5_N      0.1264
383                   FYVE      0.1254
384                    P53      0.1253
385                    HLH      0.1247
386                     KH      0.1232
387                  DISIN      0.1213
388                    lh2      0.1208
389                   LDLa      0.1125
390         Ribosomal_L6_D      0.1095
391                    FN2      0.1068
392                   GATA      0.1028
393                    il8      0.1017
394                   RING      0.0987
395            PARATHYROID      0.0979
396                   UcrQ      0.0930
397                    GGL      0.0884
398         phycoerythr_ab      0.0319
399          Ribosomal_L22      0.0000
